"Especie","Toneladas","Tamanho","Sexo","Dia","Mes","Ano","Latitude","Longitude"
"Tubarao Azul",7.95,173.6,"M",28,7,2021,51.5360956918448,161.040490753949
"Albacora laje",0.58,170.1,"F",17,10,2020,72.6849574176595,-63.1322980485857
"Tubarao Azul",2.94,127.33,"M",1,3,2020,-27.4443135224283,82.4682430084795
"Albacora bandolim",1.79,122.83,"F",21,10,2020,-8.16484590992332,-171.818865286186
"Tubarao Azul",5.8,129.83,"M",27,4,2018,-20.9435227839276,-126.51818940416
"Tubarao Azul",4.49,189.99,"F",20,10,2022,84.6384104434401,-116.481118937954
"Outros",5.59,179.64,"M",13,10,2023,1.83350829407573,-162.338222935796
"Outros",0.19,132.85,"F",23,12,2020,86.2927377456799,-123.657470494509
"Meca",4.06,128.41,"M",20,10,2018,-24.4444740470499,-176.250202227384
"Albacora laje",6.12,156.53,"M",20,9,2020,0.641414830461144,-150.621440783143
"Albacora branca",6.12,138.4,"F",4,9,2021,-62.5016783131287,-58.4610896464437
"Meca",3.39,167.77,"F",7,1,2020,-5.81821313593537,2.33844964765012
"Tubarao Azul",3.32,182.84,"F",15,4,2018,-43.1081190844998,1.90872279927135
"Albacora bandolim",7.55,150.4,"F",22,12,2018,-17.908400692977,83.618796095252
"Tubarao Azul",2.66,135.83,"F",3,2,2018,-8.68738540448248,163.882386842743
"Meca",6.2,182.84,"F",15,3,2018,-15.9134923154488,40.6355590280145
"Tubarao Azul",4.61,169.39,"M",14,4,2020,60.1864332100376,-33.8215884100646
"Albacora branca",6.92,135.74,"F",21,3,2023,-32.3848248040304,-135.89204496704
"Albacora laje",6.34,177.94,"F",10,5,2020,-87.7737547410652,-177.138820420951
"Albacora laje",3.8,118.73,"F",22,2,2022,-19.2521519120783,-143.006601696834
"Outros",3.65,118.97,"M",19,1,2022,-15.5878957780078,-77.1902019996196
"Albacora laje",6.79,171.84,"F",11,11,2018,-69.6926992479712,-11.1757234297693
"Albacora branca",6.9,181.17,"M",25,5,2022,-34.6833572722971,-164.82654646039
"Tubarao Azul",7.94,176.73,"M",26,2,2022,7.70906462799758,165.940354373306
"Tubarao Azul",5.63,168.5,"F",3,2,2020,10.027257646434,-139.317735750228
"Tubarao Azul",4.57,179.7,"M",10,12,2018,-37.7561412658542,128.871579542756
"Albacora branca",1.68,152.1,"F",8,9,2019,77.7150208270177,-75.098368562758
"Albacora branca",1.24,122.18,"F",7,10,2019,-21.7086008191109,170.124730356038
"Albacora laje",1.04,177.25,"F",21,12,2019,-69.2445431929082,-41.8404617160559
"Tubarao Azul",6.65,140.87,"M",23,1,2022,-57.4700731784105,155.496433703229
"Tubarao Azul",0.35,140.99,"F",16,3,2023,-80.254426477477,-40.916738435626
"Tubarao Azul",0.64,121.88,"F",25,7,2023,-40.9553112415597,107.198342811316
"Outros",6.07,137.12,"M",20,9,2022,82.0273155067116,150.406676642597
"Albacora branca",6.55,134.25,"F",24,11,2022,-60.3554446483031,141.969562293962
"Albacora laje",4.09,187.09,"F",21,10,2022,88.5658784536645,160.241112168878
"Outros",6.56,156.75,"F",5,1,2020,86.3304642308503,144.788586096838
"Tubarao Azul",1.52,121.63,"M",9,11,2022,6.64663987699896,-117.16994734481
"Albacora laje",3.64,164.14,"F",4,11,2022,-56.2992801843211,44.8553153593093
"Outros",6.65,146.23,"F",2,12,2019,-41.4331339951605,-155.886983536184
"Tubarao Azul",0.99,133.76,"F",5,12,2018,84.5736532006413,32.0069670584053
"Outros",7.07,153.51,"F",22,1,2018,-16.3291514804587,156.991162151098
"Outros",1.12,166.71,"M",6,12,2023,-81.5269626164809,-173.689521420747
"Albacora bandolim",5.88,159.97,"M",23,10,2019,-43.33792346064,57.9500946309417
"Albacora branca",4.24,135.22,"M",11,10,2022,-41.8464329000562,166.86900369823
"Outros",6.8,188.13,"M",6,10,2018,73.7630079640076,52.7546274382621
"Albacora bandolim",5.18,124.7,"M",27,2,2021,86.8263076152653,-33.0203531496227
"Outros",0.85,163.89,"F",23,6,2022,-69.7520039370283,-144.284717291594
"Albacora branca",5.48,188.22,"M",4,10,2021,-33.016091203317,100.344319017604
"Albacora branca",4.84,118.29,"M",22,1,2022,11.3567092968151,-159.571065176278
"Meca",1.07,134.04,"F",20,10,2022,-66.5613660681993,139.765766076744
"Albacora bandolim",1.35,161.52,"F",21,3,2020,-66.185155492276,119.069042019546
"Meca",3.87,119.44,"F",3,7,2018,11.9480048725381,-102.732533365488
"Albacora laje",4.88,136.46,"F",3,3,2023,-65.2777557587251,-66.196096977219
"Albacora branca",0.19,141.8,"M",24,7,2019,4.04112892225385,-125.003748647869
"Albacora bandolim",4.65,137.15,"M",10,8,2020,-60.1788169937208,-132.292832359672
"Meca",1.73,159.31,"F",5,1,2021,7.87909082137048,-140.655507864431
"Tubarao Azul",5.38,175.31,"M",7,11,2021,81.705529675819,-122.212997674942
"Albacora branca",6.81,166.66,"M",9,9,2018,48.2246878417209,-42.0018593687564
"Albacora branca",7.13,119.81,"F",3,4,2021,-79.155261372216,-50.6735865399241
"Albacora bandolim",3.54,133.87,"F",1,8,2019,10.5469748284668,89.7609762009233
"Albacora branca",0.92,143.32,"F",6,10,2019,2.71184977144003,134.219948826358
"Outros",1.32,166.93,"F",5,12,2022,-64.2584698973224,-149.536881772801
"Outros",7.09,141.57,"M",15,3,2019,2.39995852578431,-132.960696620867
"Albacora laje",1.31,124.57,"M",21,6,2020,-8.62572259269655,-150.055006183684
"Albacora branca",6.25,122.81,"F",7,3,2019,8.60823492519557,-162.978856824338
"Albacora branca",0.8,123.32,"M",14,6,2022,9.43593793082982,152.996547846124
"Albacora laje",4.52,170.06,"F",27,1,2018,71.2406348017976,-19.8313829954714
"Albacora branca",1.48,183.85,"M",25,4,2022,75.4849252570421,55.6014037225395
"Albacora laje",6.77,128.33,"M",27,8,2020,-35.1781304972246,-139.820294296369
"Meca",4.72,183.98,"F",10,5,2018,61.308227693662,-87.576881563291
"Outros",6.66,128.87,"M",21,5,2019,-61.9354344019666,-156.678846152499
"Outros",7.49,168.5,"F",24,12,2019,-8.15540650393814,-162.967802267522
"Albacora laje",3.51,182.82,"F",6,7,2021,-89.898815928027,-156.902316492051
"Tubarao Azul",1.35,137.21,"M",25,3,2018,-57.154198307544,-20.8007672801614
"Albacora laje",6.19,125.91,"F",20,10,2018,86.6471317363903,50.2635094709694
"Albacora branca",1.4,183.28,"M",26,10,2019,67.583407103084,9.0136447828263
"Albacora laje",1.78,133.05,"F",13,9,2021,-63.1043107900769,179.549695076421
"Albacora bandolim",1.06,115.41,"F",2,12,2018,-19.9032209347934,50.2926410268992
"Albacora bandolim",5.24,142.56,"M",14,6,2022,-56.8549426971003,146.494647553191
"Albacora branca",7.06,123.38,"M",9,2,2023,-5.78074980061501,164.839032646269
"Meca",0.34,143.59,"M",26,12,2023,10.4728941852227,-145.589834516868
"Outros",3.62,178.86,"F",21,6,2021,71.7930552363396,-151.841284129769
"Albacora bandolim",6.85,115.98,"M",6,5,2019,-46.6682099550962,-0.147561058402061
"Albacora laje",4.62,132.06,"F",1,10,2020,2.63126661535352,-130.456547727808
"Tubarao Azul",7.27,155.68,"F",12,1,2019,-0.440954742953181,139.111423166469
"Albacora laje",2.05,123.93,"F",20,9,2020,-56.1661511706188,105.130536854267
"Meca",1.85,131.92,"F",19,11,2023,67.7237208327278,-0.30792061239481
"Outros",3.48,182.01,"F",4,5,2023,82.5433024903759,-89.3064452055842
"Albacora laje",2.21,182.41,"F",13,6,2018,8.68413955438882,-47.1389342006296
"Albacora branca",4.03,163.01,"M",26,10,2022,-19.3860782124102,179.911082172766
"Meca",3.78,117.03,"F",10,6,2021,-88.1664241896942,162.270566476509
"Albacora laje",5.85,177.52,"F",16,3,2021,72.6897325878963,174.92885495536
"Meca",5.89,143.92,"M",13,3,2023,-58.3300820924342,56.8224292527884
"Meca",5.61,127,"F",17,10,2019,-50.5256977491081,-9.28352270275354
"Outros",7.8,130.31,"M",12,8,2019,-58.1438931170851,-26.2713458854705
"Outros",4.26,135.47,"F",3,4,2018,-0.757004669867456,-169.214475871995
"Meca",6.65,166.77,"F",16,3,2020,-40.8203126024455,-80.0468802452087
"Albacora branca",4.16,183.42,"M",23,9,2021,-74.4786250172183,-155.508220838383
"Albacora laje",5.93,168.32,"F",13,12,2018,-50.5029389960691,-150.886966986582
"Albacora laje",4.26,147.2,"F",19,8,2020,-30.8176936861128,-159.050349667668
"Tubarao Azul",5.84,124.31,"M",25,2,2023,-34.3810658622533,-108.159763030708
"Tubarao Azul",7.6,183.39,"F",25,10,2021,-35.562203633599,163.348758006468
"Tubarao Azul",3.31,140.41,"M",3,4,2019,62.7782059740275,1.75555558875203
"Outros",7.03,167.4,"M",9,1,2018,-1.90200558397919,-124.40299811773
"Albacora bandolim",0.28,126.7,"M",10,9,2019,48.7146754609421,-50.5788554437459
"Albacora branca",0.23,157.64,"M",5,3,2022,-43.6011029826477,-8.94003365188837
"Outros",0.3,160.48,"M",12,10,2018,-61.2521401466802,-59.2243883293122
"Tubarao Azul",3.39,179.73,"F",27,10,2020,-56.4749347837642,51.4798015728593
"Outros",7.57,159.23,"M",6,1,2020,-38.3763339556754,160.86269935593
"Tubarao Azul",6.63,166.26,"M",28,4,2023,88.559659877792,144.325358876958
"Tubarao Azul",5.94,158.8,"F",23,11,2020,-89.047083305195,-10.0479685328901
"Outros",0.34,168.06,"M",4,2,2022,-47.4812231725082,-90.4680432099849
"Meca",5.22,168.37,"F",4,11,2022,-89.707148540765,44.6514047775418
"Meca",0.65,143.49,"M",15,3,2018,-82.7677298337221,170.630331784487
"Meca",6.12,169.49,"F",25,4,2023,55.9663621801883,-14.6407929807901
"Albacora branca",0.59,167.36,"F",23,1,2020,88.7235341733322,-35.5110091064125
"Tubarao Azul",2.84,189.64,"M",23,10,2021,-13.88786572963,-88.4547401592135
"Albacora branca",6.92,165.5,"M",16,7,2022,-33.3286934858188,65.7498864457011
"Albacora branca",2.84,120.64,"M",4,6,2022,-9.18746177572757,74.5083316136152
"Meca",6.9,142.35,"M",9,11,2021,-47.0614664303139,104.505438404158
"Meca",7.01,121.66,"M",10,4,2023,-38.0691600870341,120.813785959035
"Meca",0.32,125.52,"F",11,8,2019,-17.4912483338267,116.369551699609
"Tubarao Azul",2.92,150.22,"M",2,6,2018,71.1508525907993,8.95497238263488
"Albacora branca",5.35,152.94,"M",22,4,2022,-24.1565236123279,-156.210491387174
"Tubarao Azul",1.55,135.38,"F",26,10,2021,3.47526605241001,60.2114714216441
"Meca",4.48,128.3,"M",18,5,2021,-0.705286944285035,60.970714436844
"Albacora laje",3.65,153.23,"F",2,9,2018,-78.8167296722531,-75.6189823150635
"Albacora branca",7.8,189.36,"M",19,3,2022,86.6186631470919,-39.7732417378575
"Albacora bandolim",2.37,149.56,"M",12,9,2018,-60.3932866360992,169.441572641954
"Outros",2.91,125.56,"F",19,7,2021,-40.30993596185,-0.121573219075799
"Albacora laje",6.69,131.64,"M",20,1,2019,-6.90806737169623,-169.54504430294
"Albacora branca",3.59,157.11,"F",22,12,2022,-53.1028059963137,-131.343037001789
"Albacora branca",3.53,154.12,"M",5,1,2018,-75.0185609003529,177.967002997175
"Tubarao Azul",5.06,140.54,"M",17,8,2020,-89.14795297198,49.6267539728433
"Meca",5.04,142.35,"M",2,8,2022,76.9882658170536,4.97623289935291
"Tubarao Azul",7.15,130.29,"M",19,6,2022,-19.2210993915796,-79.2158667650074
"Albacora bandolim",7.49,148.65,"F",13,12,2020,-55.4505111509934,112.750233253464
"Albacora branca",5.84,137.35,"F",22,5,2023,89.1265758918598,-76.4164460543543
"Tubarao Azul",3.61,174.39,"F",27,9,2019,-46.8406745698303,-137.918602572754
"Meca",1.12,133.74,"F",14,1,2023,-53.126758961007,94.5572239067405
"Albacora bandolim",1.57,132.78,"M",27,5,2020,-52.5804470898584,35.5087750777602
"Albacora bandolim",2.69,127.95,"F",20,3,2021,-30.6377158686519,8.5870277043432
"Albacora branca",3.98,150.21,"F",24,1,2022,-85.8332322584465,176.797135407105
"Albacora bandolim",3.2,143.83,"M",4,8,2022,-19.8513728287071,-135.486588506028
"Albacora branca",5.83,121.91,"F",1,10,2021,58.0586982797831,-83.5604131221771
"Albacora bandolim",2.31,164.66,"M",20,5,2020,-29.4950063573197,59.894966064021
"Albacora bandolim",5.99,185.56,"F",17,12,2020,-87.2170651517808,10.0276746042073
"Albacora laje",0.84,124.76,"F",2,2,2018,-67.2270034672692,-42.5460363272578
"Albacora branca",3.03,128.57,"F",3,8,2019,-44.6777600375935,-157.657428905368
"Albacora bandolim",5.54,115.07,"F",24,6,2020,-56.1136239208281,121.404331857339
"Tubarao Azul",0.13,163.46,"F",7,12,2020,81.0844499291852,-167.767727617174
"Albacora bandolim",6.43,155.07,"M",7,5,2020,87.9587082238868,-100.964694516733
"Meca",1.27,121.62,"F",16,4,2022,-36.4517574151978,-123.976707598194
"Albacora branca",0.46,116.87,"M",16,2,2018,42.7172914752737,-150.439774347469
"Outros",4.32,148.73,"F",6,5,2021,8.16958243958652,-36.7188266012818
"Albacora branca",7.65,137.11,"M",2,3,2023,-8.60633038915694,-85.675401231274
"Albacora branca",2,164.98,"F",26,4,2021,61.2731501832604,-31.7177795805037
"Albacora branca",6.84,150.37,"M",10,2,2018,74.7208361607045,-144.835715861991
"Meca",4.66,172.72,"M",16,9,2018,-86.2749565858394,62.4562017526478
"Outros",3.42,145.56,"M",24,7,2023,-16.4054006896913,-101.012790966779
"Outros",3.05,144.89,"M",28,12,2018,48.9669937547296,-15.2645902242512
"Meca",3.83,182.04,"F",12,10,2022,-8.37866415269673,-173.953604009002
"Albacora bandolim",3.83,142.72,"M",14,7,2022,-76.2887322949246,-56.3745133392513
"Outros",7.74,130.16,"F",6,9,2018,-5.04121284931898,-171.095984140411
"Tubarao Azul",1.51,181.2,"F",1,4,2020,-68.0068270303309,5.66055997274816
"Albacora bandolim",3.95,146.94,"F",2,2,2022,-42.0786979934201,64.2348690144718
"Outros",6.39,178.9,"M",16,12,2023,-15.2191991172731,-27.3458175268024
"Albacora laje",2.2,135.15,"F",5,11,2020,-41.2174545088783,-2.92705127969384
"Albacora branca",0.49,134.61,"M",28,11,2019,-41.2994854291901,86.4598638005555
"Outros",2.69,177.2,"F",16,1,2022,79.8921518214047,118.842565426603
"Albacora branca",5.74,123.79,"F",5,6,2021,-57.8395214024931,91.7138443887234
"Meca",2.06,180.39,"F",20,10,2020,-41.9795138016343,6.25069155357778
"Meca",2.8,173.08,"M",23,12,2018,81.8674482218921,-154.327232893556
"Albacora laje",7.39,118.32,"F",2,11,2018,-87.0849789725617,-63.532756716013
"Albacora bandolim",1.21,129.4,"F",4,11,2022,73.8911916548386,164.623664338142
"Meca",1.35,134.41,"F",2,7,2018,-36.1664607748389,-16.6278801206499
"Albacora branca",6.17,158.49,"F",14,4,2023,5.68025765474886,-88.9951624441892
"Albacora laje",3.75,127.45,"M",1,6,2022,-23.6207327060401,-155.673605008051
"Meca",3.36,189.05,"M",24,8,2023,9.35983439907432,-31.1969058215618
"Meca",0.96,148.37,"M",5,11,2019,-31.4244339242578,-80.0674817897379
"Outros",6.45,168.09,"F",17,1,2021,78.7338790856302,140.578662157059
"Albacora branca",7.05,130.28,"F",25,12,2019,70.9716140991077,45.948873180896
"Albacora branca",1.13,168.44,"M",26,3,2020,-40.0300773745403,44.4843624997884
"Tubarao Azul",5.25,152.63,"F",18,6,2021,-51.4852639753371,-132.026891252026
"Albacora branca",5.35,166.83,"M",18,2,2018,-86.1374941701069,67.3999833595008
"Meca",3.58,182.65,"F",16,8,2020,72.2997379722074,25.998044712469
"Albacora laje",4.8,187.28,"M",10,2,2020,-45.3466300014406,-142.915231576189
"Albacora laje",4.95,135.32,"M",15,2,2022,-25.2366590732709,101.14640311338
"Albacora branca",5.61,126.77,"F",9,7,2023,-64.575377041474,-53.8330770470202
"Albacora bandolim",7.82,158.68,"F",3,9,2021,-39.384990055114,61.4954510796815
"Meca",1.66,137.32,"F",27,5,2018,-49.0147878276184,39.4692521542311
"Meca",7.9,157.51,"M",2,9,2023,-38.7771546375006,3.13495994545519
"Meca",6.66,123.63,"F",15,3,2022,4.46025115437806,-5.36194209940732
"Tubarao Azul",2.65,169.6,"F",9,3,2023,88.1234659720212,-171.110612321645
"Tubarao Azul",4.98,166.37,"M",19,7,2021,71.1996300285682,25.3839413076639
"Meca",1.89,161.06,"F",25,2,2023,-66.4180440735072,-31.0990293323994
"Meca",1.79,122.12,"M",28,3,2021,-70.7831413904205,-127.305418839678
"Tubarao Azul",5.33,188.68,"F",9,6,2018,-48.0247021280229,-138.298954563215
"Albacora branca",3.23,164.86,"M",15,8,2018,59.4426372880116,-144.394480995834
"Albacora laje",7.61,140.17,"F",27,7,2019,-86.7481088172644,3.19861086085439
"Albacora bandolim",3.37,180.84,"M",4,12,2023,-20.4587246105075,107.402261272073
"Albacora bandolim",1.94,169.71,"F",28,8,2020,-51.6806137841195,-157.04869444482
"Meca",4.32,181,"M",9,1,2020,-45.9708941169083,114.895758396015
"Albacora bandolim",6.31,144.04,"M",25,10,2018,-60.2042394317687,-78.5702039860189
"Albacora branca",1.03,128.53,"M",13,1,2020,-33.3792143594474,-144.761801222339
"Albacora bandolim",5.41,150.62,"F",8,4,2023,-20.9955560043454,-40.0761400815099
"Tubarao Azul",5.15,135.99,"F",25,9,2021,-41.8775614444166,-13.5741833969951
"Meca",3.17,151.61,"M",19,3,2021,-55.6732671847567,-69.151382278651
"Tubarao Azul",2.39,184.39,"F",15,11,2020,67.9055515117943,-31.0155046731234
"Outros",1.3,176.9,"F",7,3,2020,-20.4714295640588,-125.584902707487
"Albacora laje",6.75,170.55,"M",14,9,2018,-67.616328955628,169.73084712401
"Tubarao Azul",5.12,164.64,"F",22,3,2021,75.094348937273,131.700469516218
"Meca",6.26,159.01,"M",6,11,2023,-16.628419496119,-85.8596650511026
"Meca",7.83,128.64,"F",3,10,2018,-44.2945299949497,-99.4127008225769
"Albacora branca",5.73,130.46,"F",2,8,2020,-55.1224657986313,3.9104557223618
"Tubarao Azul",0.48,142.17,"M",3,2,2022,89.2503537191078,-98.9945544954389
"Outros",5.27,152.07,"M",9,5,2019,-61.3117106677964,51.0280563030392
"Tubarao Azul",2.76,126.69,"M",16,3,2021,6.98780454229563,-58.4436302259564
"Albacora laje",7.63,134.4,"F",10,11,2018,-89.9082550406456,-47.9068340454251
"Outros",0.72,146.59,"F",23,11,2023,-79.2999802110717,-78.2830526400357
"Albacora branca",1.46,171.41,"F",24,4,2019,-56.4074512850493,51.3795614708215
"Tubarao Azul",0.74,127.01,"F",14,4,2021,-12.0236447593197,78.6584484111518
"Tubarao Azul",6.53,154.54,"F",3,9,2019,-39.657810064964,159.769820887595
"Albacora bandolim",6.4,166.7,"M",12,5,2018,-10.0919785536826,156.498956931755
"Outros",2.98,119.47,"M",9,2,2018,-89.6574443997815,-27.1192567795515
"Outros",7.68,122.55,"M",7,12,2021,-52.5733159761876,-45.0843040924519
"Albacora laje",4.41,125.55,"F",2,2,2019,-12.8211961314082,-179.078400610015
"Tubarao Azul",1.24,189.63,"F",24,11,2021,-68.5014297254384,-117.023863261566
"Outros",1.18,176.75,"M",3,6,2023,-11.9490009779111,-84.6754240058362
"Tubarao Azul",2.61,117.45,"M",14,8,2020,-42.0045727584511,105.029635420069
"Albacora branca",0.43,124.93,"F",23,3,2020,-84.5310056582093,-148.414373192936
"Meca",6.31,177.98,"M",25,12,2022,-40.6738787004724,-146.017358265817
"Outros",4.12,164.71,"F",18,7,2023,-48.9555679634213,37.3489940073341
"Albacora bandolim",7.04,168.99,"M",25,12,2022,71.5783649822697,-174.017686843872
"Tubarao Azul",6.09,150.84,"F",18,12,2020,-60.6631452776492,79.0998576208949
"Tubarao Azul",7.03,189.75,"M",7,7,2022,-21.6238901205361,-159.19714210555
"Albacora bandolim",7.84,143.19,"F",8,9,2018,-29.492369829677,98.1863345112652
"Albacora laje",0.61,144.81,"M",26,6,2021,-57.8907732618973,-177.705188803375
"Tubarao Azul",1.91,132.53,"F",28,1,2018,-36.1828720383346,154.310177145526
"Meca",1.85,146.43,"F",23,8,2021,-2.00682103168219,95.6090062391013
"Albacora laje",7.7,156.75,"M",28,7,2019,54.9872576957569,149.344152985141
"Outros",6.43,189.84,"F",4,7,2018,-34.2152687581256,-140.422566896304
"Outros",2.68,133,"M",16,11,2023,7.46244531590492,169.955029506236
"Tubarao Azul",1.21,165.5,"M",27,7,2023,-88.0583985988051,-132.278113653883
"Meca",5.83,174.08,"M",22,7,2021,-15.0067516509444,-38.4235143475235
"Tubarao Azul",0.79,137.21,"M",12,2,2021,7.22386370413005,58.0976272746921
"Albacora branca",6.22,189.45,"M",1,3,2021,-24.2807876318693,50.6669309735298
"Albacora laje",3.34,156.08,"M",22,7,2023,57.5985024590045,-173.087320737541
"Albacora branca",3.38,134.45,"F",25,7,2018,-19.2171309376135,115.000042850152
"Tubarao Azul",1.84,168.23,"M",2,4,2022,-47.4994854535908,16.9672370608896
"Tubarao Azul",6.59,186.68,"M",15,11,2020,-35.286303316243,-136.393202813342
"Meca",0.45,118.37,"F",1,5,2023,-57.3750132601708,159.017637278885
"Outros",5.41,141.12,"F",2,2,2023,-87.9894701018929,-140.539879510179
"Albacora laje",7.87,180.03,"M",22,9,2020,-85.8066637208685,173.654672401026
"Albacora branca",4.73,162.59,"M",25,5,2023,-60.2123099891469,-43.7429581023753
"Meca",3.3,168.25,"F",7,6,2018,61.185166016221,2.83636160194874
"Albacora laje",7.49,140.55,"F",20,9,2023,75.2682273695245,50.1973782666028
"Tubarao Azul",1.79,188.19,"F",20,1,2019,-85.6501787854359,17.4036437831819
"Outros",5.24,144.61,"M",26,12,2023,-12.7825606707484,101.913217334077
"Albacora laje",6.14,157.41,"M",2,5,2018,55.6617701053619,-164.370255768299
"Meca",4.06,180.64,"F",17,3,2023,-27.3040937958285,65.3802926279604
"Meca",0.15,145.71,"F",22,11,2022,-49.6865931758657,-114.433342628181
"Meca",2.08,115.62,"M",5,11,2020,64.3307158257812,179.549347478896
"Albacora branca",2.57,129.49,"M",21,8,2020,43.3889363938943,-53.844668129459
"Albacora branca",4.4,146.93,"F",1,9,2020,-0.440115882083774,-92.2761698439717
"Outros",5.13,175.85,"F",25,9,2023,-26.0795163502917,-1.37867429293692
"Albacora bandolim",1.5,165.63,"M",21,3,2023,44.628449510783,-125.886289458722
"Albacora bandolim",4.63,184.01,"F",2,8,2020,-30.3395430743694,-85.1032357569784
"Albacora laje",5.74,134.86,"M",9,1,2019,-61.3441963680089,-0.602062633261085
"Tubarao Azul",7.03,169.13,"F",12,9,2019,-62.2919246228412,33.5992167703807
"Tubarao Azul",5.89,178.65,"M",7,4,2020,-63.1283313548192,62.7215388603508
